# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Ir
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
   29495.0      27.2     200.4    1556.5   17327.3
   29995.0      27.5     203.3    1596.4   17828.8
   30495.0      27.8     206.2    1636.5   18332.8
   30995.0      28.1     209.2    1676.6   18836.7
   31495.0      28.3     212.1    1716.7   19340.7
   31995.0      28.6     215.0    1756.8   19844.7
   32495.0      28.9     218.0    1796.9   20348.6
   32995.0      29.2     220.9    1837.0   20852.6
   33495.0      29.4     223.8    1877.0   21356.6
   33995.0      29.7     226.8    1917.1   21860.5
   34495.0      30.0     229.7    1957.2   22364.5
   34995.0      30.3     232.6    1997.3   22868.5
   35495.0      30.6     235.6    2037.4   23372.4
   35995.0      30.8     238.5    2077.5   23876.4
   36495.0      31.1     241.4    2117.6   24380.4
   36995.0      31.4     244.4    2157.7   24884.3
   37495.0      31.7     247.3    2197.8   25388.3
   37995.0      31.9     250.2    2237.9   25892.3
   38495.0      32.2     253.2    2277.9   26396.2
   38995.0      32.5     256.1    2318.0   26900.2
   39495.0      32.8     259.0    2358.1   27404.2
   39995.0      33.0     262.0    2398.2   27908.1
   40495.0      33.3     264.9    2438.3   28412.1
   40995.0      33.6     267.8    2478.4   28916.1
   41495.0      33.9     270.8    2518.5   29420.0
   41995.0      34.1     273.7    2558.6   29924.0
   42495.0      34.4     276.6    2598.7   30428.0
   42995.0      34.7     279.6    2638.8   30931.9
   43495.0      35.0     282.5    2678.9   31435.9
   43995.0      35.2     285.4    2718.9   31939.9
   44495.0      35.5     288.4    2759.0   32443.8
   44995.0      35.8     291.3    2799.1   32947.8
   45495.0      36.1     294.2    2839.2   33451.8
   45995.0      36.3     297.2    2879.3   33955.8
   46495.0      36.6     300.1    2919.4   34459.7
   46995.0      36.9     303.0    2959.5   34963.7
   47495.0      37.2     306.0    2999.6   35467.7
   47995.0      37.4     308.9    3039.7   35971.6
   48495.0      37.7     311.8    3079.8   36475.6
   48995.0      38.0     314.8    3119.8   36979.6
   49495.0      38.3     317.7    3159.9   37483.5
   49995.0      38.5     320.6    3200.0   37987.5
   50495.0      38.8     323.6    3240.1   38491.5
   50995.0      39.1     326.5    3280.2   38995.4
   51495.0      39.4     329.4    3320.3   39499.4
   51995.0      39.6     332.4    3360.4   40003.4
   52495.0      39.9     335.3    3400.5   40507.3
   52995.0      40.2     338.2    3440.6   41011.3
   53495.0      40.5     341.2    3480.7   41515.3
   53995.0      40.7     344.1    3520.7   42019.2
   54495.0      41.0     347.0    3560.8   42523.2
   54995.0      41.3     350.0    3600.9   43027.2
   55495.0      41.6     352.9    3641.0   43531.1
   55995.0      41.8     355.8    3681.1   44035.1
   56495.0      42.1     358.8    3721.2   44539.1
   56995.0      42.4     361.7    3761.3   45043.0
   57495.0      42.7     364.6    3801.4   45547.0
   57995.0      42.9     367.6    3841.5   46051.0
   58495.0      43.2     370.5    3881.6   46554.9
   58995.0      43.5     373.5    3921.6   47058.9
   59495.0      43.8     376.4    3961.7   47562.9
   59995.0      44.0     379.3    4001.8   48066.8
   60495.0      44.3     382.3    4041.9   48570.8
   60995.0      44.6     385.2    4082.0   49074.8
   61495.0      44.9     388.1    4122.1   49578.8
   61995.0      45.1     391.1    4162.2   50082.7
   62495.0      45.4     394.0    4202.3   50586.7
   62995.0      45.7     396.9    4242.4   51090.7
   63495.0      46.0     399.9    4282.5   51594.6
   63995.0      46.2     402.8    4322.5   52098.6
   64495.0      46.5     405.7    4362.6   52602.6
   64995.0      46.8     408.7    4402.7   53106.5
   65495.0      47.1     411.6    4442.8   53610.5
   65995.0      47.4     414.5    4482.9   54114.5
   66495.0      47.6     417.5    4523.0   54618.4
   66995.0      47.9     420.4    4563.1   55122.4
   67495.0      48.2     423.3    4603.2   55626.4
   67995.0      48.5     426.3    4643.3   56130.3
   68495.0      48.7     429.2    4683.4   56634.3
   68995.0      49.0     432.1    4723.4   57138.3
   69495.0      49.3     435.1    4763.5   57642.2
   69995.0      49.6     438.0    4803.6   58146.2
   70495.0      49.8     440.9    4843.7   58650.2
   70995.0      50.1     443.9    4883.8   59154.1
   71495.0      50.4     446.8    4923.9   59658.1
   71995.0      50.7     449.7    4964.0   60162.1
   72495.0      50.9     452.7    5004.1   60666.0
   72995.0      51.2     455.6    5044.2   61170.0
   73495.0      51.5     458.5    5084.3   61674.0
   73995.0      51.8     461.5    5124.3   62177.9
   74495.0      52.0     464.4    5164.4   62681.9
   74995.0      52.3     467.3    5204.5   63185.9
   75495.0      52.6     470.3    5244.6   63689.8
   75995.0      52.9     473.2    5284.7   64193.8
   76495.0      53.1     476.1    5324.8   64697.8
   76995.0      53.4     479.1    5364.9   65201.8
   77495.0      53.7     482.0    5405.0   65705.7
   77995.0      54.0     484.9    5445.1   66209.7
   78495.0      54.2     487.9    5485.2   66713.7
   78995.0      54.5     490.8    5525.3   67217.6
   79495.0      54.8     493.7    5565.3   67721.6
   79995.0      55.1     496.7    5605.4   68225.6
   80495.0      55.3     499.6    5645.5   68729.5
   80995.0      55.6     502.5    5685.6   69233.5
   81495.0      55.9     505.5    5725.7   69737.5
   81995.0      56.2     508.4    5765.8   70241.4
   82495.0      56.4     511.3    5805.9   70745.4
   82995.0      56.7     514.3    5846.0   71249.4
   83495.0      57.0     517.2    5886.1   71753.3
   83995.0      57.3     520.1    5926.2   72257.3
   84495.0      57.5     523.1    5966.2   72761.3
   84995.0      57.8     526.0    6006.3   73265.2
   85495.0      58.1     528.9    6046.4   73769.2
