# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Si
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
   61495.0     553.2     852.3  128439.1  268948.5
   61995.0     557.4     858.8  129763.0  271734.9
   62495.0     561.6     865.3  131086.9  274521.2
   62995.0     565.8     871.8  132410.8  277307.6
   63495.0     570.0     878.3  133734.7  280094.0
   63995.0     574.1     884.8  135058.6  282880.4
   64495.0     578.3     891.3  136382.5  285666.7
   64995.0     582.5     897.8  137706.4  288453.1
   65495.0     586.7     904.3  139030.3  291239.5
   65995.0     590.9     910.8  140354.2  294025.9
   66495.0     595.1     917.3  141678.1  296812.3
   66995.0     599.3     923.8  143002.0  299598.6
   67495.0     603.5     930.3  144325.9  302385.0
   67995.0     607.7     936.8  145649.8  305171.4
   68495.0     611.8     943.3  146973.7  307957.8
   68995.0     616.0     949.9  148297.6  310744.1
   69495.0     620.2     956.4  149621.5  313530.5
   69995.0     624.4     962.9  150945.4  316316.9
   70495.0     628.6     969.4  152269.3  319103.3
   70995.0     632.8     975.9  153593.2  321889.7
   71495.0     637.0     982.4  154917.1  324676.0
   71995.0     641.2     988.9  156241.0  327462.4
   72495.0     645.4     995.4  157565.0  330248.8
   72995.0     649.6    1001.9  158888.9  333035.2
   73495.0     653.7    1008.4  160212.8  335821.5
   73995.0     657.9    1014.9  161536.7  338607.9
   74495.0     662.1    1021.4  162860.6  341394.3
   74995.0     666.3    1027.9  164184.5  344180.7
   75495.0     670.5    1034.4  165508.4  346967.1
   75995.0     674.7    1040.9  166832.3  349753.4
   76495.0     678.9    1047.4  168156.2  352539.8
   76995.0     683.1    1053.9  169480.1  355326.2
   77495.0     687.3    1060.4  170804.0  358112.6
   77995.0     691.4    1066.9  172127.9  360898.9
   78495.0     695.6    1073.4  173451.8  363685.3
   78995.0     699.8    1079.9  174775.7  366471.7
   79495.0     704.0    1086.4  176099.6  369258.1
   79995.0     708.2    1092.9  177423.5  372044.5
   80495.0     712.4    1099.4  178747.4  374830.8
   80995.0     716.6    1105.9  180071.3  377617.2
   81495.0     720.8    1112.4  181395.2  380403.6
   81995.0     725.0    1118.9  182719.1  383190.0
   82495.0     729.2    1125.4  184043.0  385976.4
   82995.0     733.3    1131.9  185366.9  388762.7
   83495.0     737.5    1138.4  186690.8  391549.1
   83995.0     741.7    1144.9  188014.8  394335.5
   84495.0     745.9    1151.4  189338.7  397121.9
   84995.0     750.1    1157.9  190662.6  399908.2
   85495.0     754.3    1164.4  191986.5  402694.6
   85995.0     758.5    1170.9  193310.4  405481.0
   86495.0     762.7    1177.4  194634.3  408267.4
   86995.0     766.9    1183.9  195958.2  411053.8
   87495.0     771.0    1190.4  197282.1  413840.1
   87995.0     775.2    1196.9  198606.0  416626.5
   88495.0     779.4    1203.4  199929.9  419412.9
   88995.0     783.6    1209.9  201253.8  422199.3
   89495.0     787.8    1216.4  202577.7  424985.6
   89995.0     792.0    1222.9  203901.6  427772.0
   90495.0     796.2    1229.4  205225.5  430558.4
   90995.0     800.4    1235.9  206549.4  433344.8
   91495.0     804.6    1242.4  207873.3  436131.2
   91995.0     808.7    1248.9  209197.2  438917.5
   92495.0     812.9    1255.4  210521.1  441703.9
   92995.0     817.1    1261.9  211845.0  444490.3
   93495.0     821.3    1268.4  213168.9  447276.7
   93995.0     825.5    1274.9  214492.8  450063.0
   94495.0     829.7    1281.4  215816.7  452849.4
   94995.0     833.9    1287.9  217140.6  455635.8
   95495.0     838.1    1294.4  218464.6  458422.2
   95995.0     842.3    1300.9  219788.5  461208.6
   96495.0     846.5    1307.4  221112.4  463994.9
   96995.0     850.6    1313.9  222436.3  466781.3
   97495.0     854.8    1320.4  223760.2  469567.7
   97995.0     859.0    1326.9  225084.1  472354.1
   98495.0     863.2    1333.4  226408.0  475140.4
   98995.0     867.4    1339.9  227731.9  477926.8
   99495.0     871.6    1346.4  229055.8  480713.2
