# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Cu
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
   37995.0      76.1     345.8   10086.9   47278.5
   38495.0      77.0     349.8   10283.1   48220.1
   38995.0      77.8     353.9   10479.2   49161.7
   39495.0      78.6     358.0   10675.4   50103.2
   39995.0      79.4     362.0   10871.6   51044.8
   40495.0      80.2     366.1   11067.7   51986.4
   40995.0      81.1     370.2   11263.9   52927.9
   41495.0      81.9     374.3   11460.0   53869.5
   41995.0      82.7     378.3   11656.2   54811.1
   42495.0      83.5     382.4   11852.4   55752.7
   42995.0      84.3     386.5   12048.5   56694.2
   43495.0      85.2     390.6   12244.7   57635.8
   43995.0      86.0     394.6   12440.8   58577.4
   44495.0      86.8     398.7   12637.0   59519.0
   44995.0      87.6     402.8   12833.2   60460.5
   45495.0      88.4     406.8   13029.3   61402.1
   45995.0      89.3     410.9   13225.5   62343.7
   46495.0      90.1     415.0   13421.6   63285.2
   46995.0      90.9     419.1   13617.8   64226.8
   47495.0      91.7     423.1   13814.0   65168.4
   47995.0      92.5     427.2   14010.1   66110.0
   48495.0      93.4     431.3   14206.3   67051.5
   48995.0      94.2     435.3   14402.5   67993.1
   49495.0      95.0     439.4   14598.6   68934.7
   49995.0      95.8     443.5   14794.8   69876.2
   50495.0      96.6     447.6   14990.9   70817.8
   50995.0      97.5     451.6   15187.1   71759.4
   51495.0      98.3     455.7   15383.3   72701.0
   51995.0      99.1     459.8   15579.4   73642.5
   52495.0      99.9     463.8   15775.6   74584.1
   52995.0     100.7     467.9   15971.7   75525.7
   53495.0     101.6     472.0   16167.9   76467.2
   53995.0     102.4     476.1   16364.1   77408.8
   54495.0     103.2     480.1   16560.2   78350.4
   54995.0     104.0     484.2   16756.4   79292.0
   55495.0     104.8     488.3   16952.6   80233.5
   55995.0     105.7     492.4   17148.7   81175.1
   56495.0     106.5     496.4   17344.9   82116.7
   56995.0     107.3     500.5   17541.0   83058.3
   57495.0     108.1     504.6   17737.2   83999.8
   57995.0     108.9     508.6   17933.4   84941.4
   58495.0     109.8     512.7   18129.5   85883.0
   58995.0     110.6     516.8   18325.7   86824.5
   59495.0     111.4     520.9   18521.8   87766.1
   59995.0     112.2     524.9   18718.0   88707.7
   60495.0     113.0     529.0   18914.2   89649.3
   60995.0     113.9     533.1   19110.3   90590.8
   61495.0     114.7     537.1   19306.5   91532.4
   61995.0     115.5     541.2   19502.7   92474.0
   62495.0     116.3     545.3   19698.8   93415.5
   62995.0     117.1     549.4   19895.0   94357.1
   63495.0     118.0     553.4   20091.1   95298.7
   63995.0     118.8     557.5   20287.3   96240.3
   64495.0     119.6     561.6   20483.5   97181.8
   64995.0     120.4     565.6   20679.6   98123.4
   65495.0     121.2     569.7   20875.8   99065.0
   65995.0     122.1     573.8   21071.9  100006.6
   66495.0     122.9     577.9   21268.1  100948.1
   66995.0     123.7     581.9   21464.3  101889.7
   67495.0     124.5     586.0   21660.4  102831.3
   67995.0     125.3     590.1   21856.6  103772.8
   68495.0     126.2     594.1   22052.8  104714.4
   68995.0     127.0     598.2   22248.9  105656.0
   69495.0     127.8     602.3   22445.1  106597.6
   69995.0     128.6     606.4   22641.2  107539.1
   70495.0     129.4     610.4   22837.4  108480.7
   70995.0     130.3     614.5   23033.6  109422.3
   71495.0     131.1     618.6   23229.7  110363.8
   71995.0     131.9     622.7   23425.9  111305.4
   72495.0     132.7     626.7   23622.0  112247.0
   72995.0     133.5     630.8   23818.2  113188.6
   73495.0     134.4     634.9   24014.4  114130.1
   73995.0     135.2     638.9   24210.5  115071.7
   74495.0     136.0     643.0   24406.7  116013.3
   74995.0     136.8     647.1   24602.8  116954.8
   75495.0     137.7     651.2   24799.0  117896.4
   75995.0     138.5     655.2   24995.2  118838.0
   76495.0     139.3     659.3   25191.3  119779.6
   76995.0     140.1     663.4   25387.5  120721.1
   77495.0     140.9     667.4   25583.7  121662.7
   77995.0     141.8     671.5   25779.8  122604.3
   78495.0     142.6     675.6   25976.0  123545.9
   78995.0     143.4     679.7   26172.1  124487.4
   79495.0     144.2     683.7   26368.3  125429.0
   79995.0     145.0     687.8   26564.5  126370.6
   80495.0     145.9     691.9   26760.6  127312.1
   80995.0     146.7     695.9   26956.8  128253.7
   81495.0     147.5     700.0   27152.9  129195.3
   81995.0     148.3     704.1   27349.1  130136.9
   82495.0     149.1     708.2   27545.3  131078.4
   82995.0     150.0     712.2   27741.4  132020.0
   83495.0     150.8     716.3   27937.6  132961.6
   83995.0     151.6     720.4   28133.8  133903.1
   84495.0     152.4     724.4   28329.9  134844.7
   84995.0     153.2     728.5   28526.1  135786.3
   85495.0     154.1     732.6   28722.2  136727.9
   85995.0     154.9     736.7   28918.4  137669.4
   86495.0     155.7     740.7   29114.6  138611.0
   86995.0     156.5     744.8   29310.7  139552.6
   87495.0     157.3     748.9   29506.9  140494.1
   87995.0     158.2     753.0   29703.0  141435.7
   88495.0     159.0     757.0   29899.2  142377.3
   88995.0     159.8     761.1   30095.4  143318.9
   89495.0     160.6     765.2   30291.5  144260.4
   89995.0     161.4     769.2   30487.7  145202.0
   90495.0     162.3     773.3   30683.9  146143.6
   90995.0     163.1     777.4   30880.0  147085.2
   91495.0     163.9     781.5   31076.2  148026.7
